TypeDescription,Score,Grade,Latitude,Longitude
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1815,-85.6261
FOOD SERVICE,94,A,38.811,-85.883
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1253,-85.7491
FOOD SERVICE,100,A,38.2026,-85.7614
FOOD SERVICE,,,38.2392,-85.5777
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.143,-85.6237
FOOD SERVICE,98,A,38.1235,-85.6148
FOOD SERVICE,98,A,38.1974,-85.7446
FOOD SERVICE,95,A,38.2971,-85.5606
FOOD SERVICE,100,,38.2117,-85.5877
FOOD SERVICE,80,,38.3076,-85.5763
FOOD SERVICE,96,A,38.2581,-85.7568
FOOD SERVICE,98,A,38.2573,-85.7564
FOOD SERVICE,78,C,38.1431,-85.839
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1735,-85.767
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1735,-85.767
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.3001,-85.5458
FOOD SERVICE,,,38.871,-85.6655
FOOD SERVICE,,,38.1269,-85.8513
FOOD SERVICE,,,38.1269,-85.8513
PRE-PACKAGED RETAIL,95,,38.2504,-85.8149
STATIONARY RESTRICTED CONCESSON,100,,38.2636,-85.6525
FOOD SERVICE,100,A,38.2566,-85.7524
FOOD SERVICE,100,A,38.2566,-85.7524
FOOD SERVICE,,,38.2865,-85.6292
FOOD SERVICE,,,38.1718,-85.7978
FOOD SERVICE,97,A,38.2872,-85.5768
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.1887,-85.6389
FOOD SERVICE,100,A,38.188,-85.6377
FOOD SERVICE,95,A,38.585,-85.8885
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2576,-85.6459
FOOD SERVICE,99,A,38.2542,-85.6561
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,,38.299,-85.5537
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2977,-85.5998
PRE-PACKAGED RETAIL,92,,38.3009,-85.5445
FOOD SERVICE,98,A,38.1116,-85.861
FOOD SERVICE,100,,38.1888,-85.8117
FOOD SERVICE,98,,38.2444,-85.8214
FOOD SERVICE,93,A,38.2112,-85.5957
FOOD SERVICE,98,A,38.1947,-85.5654
FOOD SERVICE,98,A,38.2239,-85.7529
FOOD SERVICE,95,A,38.2465,-85.758
FOOD SERVICE,100,A,38.2348,-85.7178
FOOD SERVICE,100,A,38.2561,-85.7578
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1834,-85.6985
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1834,-85.6985
FOOD SERVICE,100,A,38.1481,-85.5883
FOOD SERVICE,71,C,39.152,-85.7651
FOOD SERVICE,100,A,38.3248,-85.5656
FOOD SERVICE,100,A,38.2434,-85.7644
FOOD SERVICE,93,A,38.2288,-85.7581
FOOD SERVICE,96,A,38.1974,-86.799
FOOD SERVICE,95,A,38.1988,-85.7821
FOOD SERVICE,98,A,38.3396,-85.6208
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1708,-85.7677
FOOD SERVICE,98,A,38.1934,-85.7073
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1912,-85.7423
FOOD SERVICE,,,38.2373,-85.7579
FOOD SERVICE,,,38.2045,-85.7653
FOOD SERVICE,,,38.1451,-85.8713
CATERERS,96,A,38.1854,-85.6915
FOOD SERVICE,,,38.3123,-85.5731
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,,38.2215,-85.7927
FOOD SERVICE,98,A,38.2164,-85.5882
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1814,-85.6373
FOOD SERVICE,93,A,38.1357,-85.6126
FOOD SERVICE,100,A,38.1738,-85.6594
FOOD SERVICE,100,A,38.2061,-85.5779
FOOD SERVICE,,,38.137,-85.6962
FOOD SERVICE,88,A,38.2514,-85.6459
PRE-PACKAGED RETAIL,100,,38.1861,-85.7435
SUPERMARKET WITH PROCESSING,98,,38.183,-85.7879
"RETAIL-FOOD  10,001 SQ FT OR OVER",95,A,38.1138,-85.6903
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,,38.1438,-85.6724
FOOD SERVICE,93,A,38.2536,-85.7043
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.1282,-85.6628
FOOD SERVICE,98,A,38.1554,-85.5891
FOOD SERVICE,100,A,38.1517,-85.4423
PRE-PACKAGED RETAIL,99,,38.1933,-85.7505
RETAIL WITH LIMITED SERVICE,100,,38.1911,-85.7781
FOOD SERVICE,97,A,38.2366,-85.576
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.1595,-85.8685
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.2208,-85.6264
FOOD SERVICE,100,A,38.2206,-85.6273
FOOD SERVICE,96,A,38.3123,-85.5693
FOOD SERVICE,100,A,38.2814,-85.6325
FOOD SERVICE,100,A,38.142,-85.431
FOOD SERVICE,,,38.2551,-85.258
SUPERMARKET WITH PROCESSING,,,38.1872,-85.6371
FOOD SERVICE,,,38.1221,-85.855
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.1677,-85.8259
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.297,-85.5109
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2366,-85.7552
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.2391,-85.7541
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.1268,-85.7754
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1996,-85.7333
SUPERMARKET WITH PROCESSING,96,,38.1653,-85.6797
PRE-PACKAGED RETAIL,99,,38.1709,-85.685
FOOD SERVICE,96,A,38.2498,-85.798
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2347,-85.8015
FOOD SERVICE,100,A,38.2128,-85.5319
FOOD SERVICE,95,A,38.1526,-85.8356
PRE-PACKAGED RETAIL,96,,38.2421,-85.7893
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1494,-85.6297
FOOD SERVICE,82,C,38.1235,-85.6148
FOOD SERVICE,,,39.152,-85.7651
FOOD SERVICE,100,A,38.262,-85.7749
FOOD SERVICE,79,C,38.2524,-85.7573
FOOD SERVICE,96,A,38.2003,-85.6868
FOOD SERVICE,100,A,38.2543,-85.6933
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2007,-85.8349
FOOD SERVICE,100,A,38.144,-85.434
FOOD SERVICE,96,A,38.254,-85.6468
FOOD SERVICE,99,A,38.1066,-85.7598
FOOD SERVICE,98,A,38.239,-85.6856
FOOD SERVICE,100,A,38.2371,-85.6855
FOOD SERVICE,98,A,38.253,-85.7422
FOOD SERVICE,95,A,38.0829,-85.6676
FOOD SERVICE,100,,38.2042,-85.7718
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,A,38.2475,-85.7708
FOOD SERVICE,98,A,38.2049,-85.7639
FOOD SERVICE,97,A,38.2448,-85.7516
FOOD SERVICE,100,A,38.2537,-85.7593
STATIONARY RESTRICTED CONCESSON,99,,38.2041,-85.7717
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2047,-85.7511
FOOD SERVICE,98,A,38.2419,-85.7817
FOOD SERVICE,96,A,38.1335,0
FOOD SERVICE,100,A,38.3123,-85.5693
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,A,38.1629,-85.5985
FOOD SERVICE,98,A,38.2502,-85.6237
FOOD SERVICE,94,A,38.2893,-85.7833
FOOD SERVICE,99,A,38.2266,-85.7551
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2443,-85.6493
FOOD SERVICE,98,A,38.195,-85.568
FOOD SERVICE,97,A,38.174,0
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,A,38.1362,-85.6712
FOOD SERVICE,100,A,38.237,-85.7292
FOOD SERVICE (HOSPITAL / NURSING HOME,96,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.254,-85.695
FOOD SERVICE,100,A,38.2599,-85.7081
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1492,-85.7765
PRE-PACKAGED RETAIL,95,,38.2276,-85.7424
FOOD SERVICE,,,38.1498,-85.7766
FOOD SERVICE,100,A,38.2178,-85.7556
FOOD SERVICE,100,A,38.2886,-85.6985
PRE-PACKAGED RETAIL,99,,38.1438,-85.7759
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1726,-85.7682
FOOD SERVICE,98,A,38.2581,-85.6391
PRE-PACKAGED RETAIL,95,,38.1963,-85.7961
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2492,-85.7817
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,,38.254,-85.6442
FOOD SERVICE,100,A,38.253,-85.6523
FOOD SERVICE,99,A,38.2572,-85.7186
FOOD SERVICE,83,,38.2521,-85.7448
FOOD SERVICE,98,A,38.1379,-85.6662
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,,38.1963,-85.7085
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.26,-85.7067
FOOD SERVICE,97,A,38.1934,-85.7288
"RETAIL-FOOD  10,000 SQ FT OR LESS",85,,38.706,-85.4606
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.3549,-85.6119
FOOD SERVICE,96,A,38.993,-85.5622
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2507,-85.6331
FOOD SERVICE,97,A,38.2064,-85.668
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.216,-85.5397
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2457,-85.7412
FOOD SERVICE,100,A,38.248,-85.6302
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.1595,-85.7627
"RETAIL-FOOD  10,001 SQ FT OR OVER",95,A,38.1677,-85.8259
FOOD SERVICE,98,A,38.2508,-85.7238
FOOD SERVICE,100,A,38.2494,-85.6279
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1805,-85.6681
FOOD SERVICE,92,A,38.1714,-85.6847
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1641,-85.7976
FOOD SERVICE,100,A,38.2256,-85.5805
PRE-PACKAGED RETAIL,100,,38.1384,-85.658
FOOD SERVICE,98,A,38.2392,-85.7219
FOOD SERVICE,95,A,38.131,-85.453
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2492,-85.7817
FOOD SERVICE,,,38.2462,-85.7328
FOOD SERVICE,,,38.2462,-85.7328
PRE-PACKAGED RETAIL,100,,38.967,-85.6854
FOOD SERVICE,97,A,38.163,-85.8318
FOOD SERVICE,95,A,38.128,-85.8513
FOOD SERVICE,100,A,38.125,-85.404
FOOD SERVICE,,,38.2533,-85.6471
FOOD SERVICE,,,38.2537,-85.6522
FOOD SERVICE,,,38.2513,-85.6235
FOOD SERVICE,,,38.2811,-85.6349
STATIONARY RESTRICTED CONCESSON,100,,38.2222,-85.7588
FOOD SERVICE,97,A,38.1374,-85.6213
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2366,-85.7552
FOOD SERVICE,98,A,38.2558,-85.7599
FOOD SERVICE,,,38.1527,-85.5983
FOOD SERVICE,95,,38.1573,-85.7058
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1889,-85.7656
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1889,-85.7656
FOOD SERVICE,96,A,38.2553,-85.6539
RETAIL BAKERY,98,,38.2064,-85.7131
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2041,-85.4404
FOOD SERVICE,100,A,38.2116,-85.5976
FOOD SERVICE,99,A,38.1343,-85.6837
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,91,C,38.2181,-85.7752
FOOD SERVICE,94,A,38.3086,-85.5629
FOOD SERVICE,100,A,38.2829,-85.632
FOOD SERVICE,100,A,38.2277,-85.5765
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1053,-85.875
FOOD SERVICE,97,A,38.172,-85.8261
FOOD SERVICE (HOSPITAL / NURSING HOME,100,B,38.1837,-85.6068
FOOD SERVICE,100,A,38.172,-85.6059
FOOD SERVICE,95,A,38.2336,-85.7416
FOOD SERVICE,100,A,38.2253,-85.6936
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1253,-85.7491
PRE-PACKAGED RETAIL,94,,38.114,-85.6443
FOOD SERVICE,99,A,38.1935,-85.7417
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2544,-85.7377
FOOD SERVICE,,,38.1972,-85.7317
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2341,-85.7504
FOOD SERVICE,,,38.137,-85.6962
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.173,-85.7118
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2964,-85.561
FOOD SERVICE,96,A,38.295,-85.5564
FOOD SERVICE,,,38.2427,-85.7321
FOOD SERVICE,,,38.3391,-85.6204
FOOD SERVICE,98,A,38.25,-85.6307
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2054,-85.7705
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1178,-85.6895
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,A,38.2906,-85.5089
SCHOOL CAFETERIA OR FOOD SERVICE,,,38.1564,-85.5926
FOOD SERVICE,,,38.193,-85.8071
FOOD SERVICE,80,C,38.2299,-85.7036
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1978,-85.5687
FOOD SERVICE,96,A,38.2601,-85.7077
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.1125,-85.6796
FOOD SERVICE,99,A,38.1383,-85.6555
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2973,-85.5519
FOOD SERVICE,100,A,37.3045,-85.576
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.3013,-85.4994
FOOD SERVICE,95,A,38.2481,-85.7585
FOOD SERVICE,98,A,38.2487,-85.749
SCHOOL CAFETERIA OR FOOD SERVICE,96,A,38.135,-85.771
"RETAIL-FOOD  10,001 SQ FT OR OVER",94,,38.888,-85.6645
FOOD SERVICE,83,C,38.2565,-85.7556
FOOD SERVICE,97,A,38.1385,-85.6758
FOOD SERVICE,96,A,38.1558,-85.5894
PRE-PACKAGED RETAIL,96,,38.816,-85.8814
FOOD SERVICE,95,A,38.1088,-85.8654
FOOD SERVICE,96,A,38.2356,-85.6328
FOOD SERVICE,96,A,38.2354,-85.44456
FOOD SERVICE,100,A,38.2456,-85.7326
"RETAIL-FOOD  10,001 SQ FT OR OVER",97,A,38.2487,0
FOOD SERVICE,99,A,38.2207,-85.7615
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2187,-85.6716
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.1671,-85.892
FOOD SERVICE,98,A,38.2353,-85.716
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2121,-85.7966
FOOD SERVICE,97,A,38.1819,-85.637
PRE-PACKAGED RETAIL,,,38.1591,-85.7632
FOOD SERVICE,,,38.1666,-85.6033
FOOD SERVICE,99,A,38.1843,-85.5273
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2358,-85.7511
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1776,-85.6239
FOOD SERVICE,,,38.1301,-85.5761
FOOD SERVICE,100,A,38.2463,-85.5806
FOOD SERVICE,96,A,38.1443,-85.8714
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.3002,-85.5414
FOOD SERVICE,95,A,38.1148,-85.394
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2049,-85.6934
FOOD SERVICE,99,A,38.1223,-85.672
FOOD SERVICE,99,A,38.3285,-85.6364
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2557,-85.7903
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2775,-85.6984
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.253,-85.7526
STATIONARY RESTRICTED CONCESSON,100,,38.1848,-85.6613
FOOD SERVICE,100,A,38.1598,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1454,-85.6273
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1454,-85.6273
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.143,-85.6264
FOOD SERVICE,,,38.1329,-85.6842
STATIONARY RESTRICTED CONCESSON,,,38.1951,-85.7383
FOOD SERVICE,,,38.1556,-85.7157
FOOD SERVICE,97,A,38.2496,-85.7917
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2474,-85.7981
FOOD SERVICE,96,A,38.1661,-85.6016
FOOD SERVICE,96,A,38.1137,-85.841
FOOD SERVICE,96,A,38.2088,-85.6002
FOOD SERVICE,98,A,38.2123,-85.5971
FOOD SERVICE,100,A,38.2479,-85.6234
FOOD SERVICE,99,A,38.2502,-85.6237
FOOD SERVICE,100,A,38.15,-85.3724
FOOD SERVICE,99,A,38.1972,-85.7317
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.2079,-85.8252
FOOD SERVICE,96,A,38.2898,-85.5092
FOOD SERVICE,,,38.2379,-85.5764
PRE-PACKAGED RETAIL,96,,38.1278,-85.7773
FOOD SERVICE,,,38.2686,-85.7884
FOOD SERVICE,100,A,38.218,-85.5887
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.2111,-85.6406
FOOD SERVICE,,,38.2088,-85.6002
FOOD SERVICE,98,A,38.1471,-85.623
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.197,-85.6614
FOOD SERVICE,97,A,38.2811,-85.6349
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.1724,-85.8671
PRE-PACKAGED RETAIL,95,,38.2024,-85.7805
FOOD SERVICE,98,A,38.1644,-85.5983
FOOD SERVICE,,,38.1431,-85.839
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.1289,-85.779
FOOD SERVICE,,,38.1843,-85.6074
FOOD SERVICE,94,A,38.2379,-85.7206
PRE-PACKAGED RETAIL,,,38.2446,-85.7955
FOOD SERVICE,,,38.2407,-85.7238
FOOD SERVICE COMMISSARY,100,A,38.2527,-85.6577
FOOD SERVICE,98,A,38.2164,-85.5963
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2061,-85.7659
SCHOOL CAFETERIA OR FOOD SERVICE,97,A,38.2331,-85.6165
FOOD SERVICE,100,A,38.2382,-85.7052
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1843,-85.8585
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1789,-84.8184
FOOD SERVICE,90,A,38.193,-85.8071
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.1787,-85.6071
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2227,-85.7519
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.1819,-85.627
FOOD SERVICE,98,A,38.2726,-85.5285
SUPERMARKET WITH PROCESSING,96,,38.2416,-85.7443
FOOD SERVICE,96,A,38.2544,-85.7585
FOOD SERVICE,98,A,0,0
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,A,38.1951,-85.8265
FOOD SERVICE,,,38.2461,-85.7636
FOOD SERVICE,99,A,38.2539,-85.7085
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1802,-85.6944
FOOD SERVICE,94,,38.2018,-85.7913
FOOD SERVICE,95,A,38.1373,-85.6387
FOOD SERVICE,,,38.2907,-85.5106
PRE-PACKAGED RETAIL,,,38.2446,-85.7955
FOOD SERVICE,,,38.2545,-85.7584
FOOD SERVICE,96,A,38.1357,-85.7009
FOOD SERVICE,,,38.2811,-85.6349
FOOD SERVICE,100,A,38.2173,-85.8056
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.209,-85.6373
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1722,-85.7791
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1493,-85.7618
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2578,-85.8234
FOOD SERVICE,81,C,38.1415,-85.6708
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2491,-85.7848
RETAIL WITH LIMITED SERVICE,96,,38.2083,-85.7739
FOOD SERVICE,96,A,38.2865,-85.6292
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1815,-85.8153
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1396,-85.6562
FOOD SERVICE,96,A,38.1696,-85.6082
FOOD SERVICE,98,A,38.1925,-85.7274
FOOD SERVICE,100,A,38.2494,-85.7518
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,,,38.2337,-85.7503
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,,,38.2337,-85.7503
FOOD SERVICE,,,38.2545,-85.7584
FOOD SERVICE,94,A,38.2474,-85.6186
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1853,-85.6069
FOOD SERVICE (HOSPITAL / NURSING HOME,98,A,38.2084,-85.5867
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.1955,-85.772
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.113,-85.7474
FOOD SERVICE,99,A,38.1459,-85.8637
FOOD SERVICE,93,A,38.1369,-85.8436
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.26,-85.7067
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2577,-85.7129
FOOD SERVICE,95,A,38.23,-85.7901
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.3005,-85.4979
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2507,-85.6331
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2507,-85.6331
FOOD SERVICE,82,C,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.216,-85.5397
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.216,-85.5397
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2503,-85.6252
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.2497,-85.7704
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.251,-85.7701
FOOD SERVICE,,,38.1944,-85.807
FOOD SERVICE,,,38.205,-85.751
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2594,-85.7963
FOOD SERVICE,,,38.2581,-85.7028
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1968,-86.7986
FOOD SERVICE,95,A,38.14468,-85.83891
RETAIL BAKERY,100,,38.2849,-85.75776
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2076,-85.6691
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2097,-85.6688
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2717,-85.5696
FOOD SERVICE,100,A,38.132,-84.422
FOOD SERVICE,97,A,38.1419,-85.6707
FOOD SERVICE,,,38.205,-85.751
FOOD SERVICE,100,A,38.2504,-85.6246
PRE-PACKAGED RETAIL,100,,38.2467,-85.6233
FOOD SERVICE,100,A,38.2128,-85.638
"RETAIL-FOOD  10,001 SQ FT OR OVER",94,,38.1138,-85.6903
FOOD SERVICE,88,A,38.1053,-85.725
FOOD SERVICE,97,A,38.3313,-85.6426
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2277,-85.7754
PRE-PACKAGED RETAIL,100,,38.3163,-85.5731
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1691,-85.6044
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.2498,-85.8208
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2401,-85.7273
FOOD SERVICE,96,A,38.134,-85.422
FOOD SERVICE,100,A,38.2058,-85.7588
FOOD SERVICE,99,A,38.2058,-85.7588
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1852,-85.6056
PRE-PACKAGED RETAIL,100,,38.1933,-85.7505
FOOD SERVICE,96,A,38.1912,-85.6468
FOOD SERVICE,100,A,38.172,-85.6059
FOOD SERVICE,97,A,38.2563,-85.7556
FOOD SERVICE,96,A,38.1097,0
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1965,-85.719
PRE-PACKAGED RETAIL,98,,38.1041,-85.7564
FOOD SERVICE,100,A,38.255,-85.7528
FOOD SERVICE,100,,38.1566,-85.7119
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2138,-85.5383
FOOD SERVICE,96,A,38.1514,-85.5874
"RETAIL-FOOD  10,000 SQ FT OR LESS",88,,38.1379,-85.6827
FOOD SERVICE,,,39.152,-85.7651
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,,38.1856,-85.7734
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.2281,-85.7162
FOOD SERVICE,94,A,38.1574,-85.7059
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2562,-85.8105
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2438,-85.8203
CATERERS,100,A,38.25323,-85.78167
CATERERS,100,A,38.2535,-85.7816
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.1982,-85.6636
CATERERS,100,,0,0
FOOD SERVICE,100,A,38.2544,-85.6934
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2449,-85.6373
FOOD SERVICE,94,A,38.2362,-85.7283
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.3118,-85.5675
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1851,-85.6394
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1851,-85.6394
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1455,-85.7872
FOOD SERVICE,96,A,38.2306,-85.7054
FOOD SERVICE,100,A,38.1912,-85.8073
FOOD SERVICE,,,38.2559,-85.7739
FOOD SERVICE,100,A,38.155,-85.7271
FOOD SERVICE,98,A,38.1975,-85.6535
FOOD SERVICE,100,A,38.1851,-85.6394
FOOD SERVICE,,,38.2471,-85.6237
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1961,-85.5714
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1815,-85.6261
CATERERS,97,A,38.2467,-85.739
FOOD SERVICE,96,A,38.2564,-85.7549
FOOD SERVICE,100,A,38.1379,-85.6669
PRE-PACKAGED RETAIL,,,38.3009,-85.5445
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.2582,-85.7043
PRE-PACKAGED RETAIL,,,38.3009,-85.5445
FOOD SERVICE,100,A,38.247,-85.7304
FOOD SERVICE (HOSPITAL / NURSING HOME,83,,38.2562,-85.7053
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1592,-85.8549
FOOD SERVICE,100,A,38.2565,-85.7165
FOOD SERVICE,,,38.205,-85.751
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2202,-85.6426
FOOD SERVICE,100,A,38.2615,-85.7237
FOOD SERVICE,94,A,38.2262,0
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2493,-85.6436
FOOD SERVICE,98,A,38.248,-85.6301
FOOD SERVICE,97,,38.2042,-85.7716
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2561,-85.8003
FOOD SERVICE,90,A,38.2144,-85.7508
